Date,   ETB   ,   EUR   ,   GBP   ,   KES   ,   TZS   ,   USD   
1/21/13,0.70602,17.12842,21.99038,0.14865,0.00745,12.24221
1/22/13,0.66663,17.43629,22.25766,0.14825,0.00797,12.27324
1/23/13,0.67564,17.49435,22.18706,0.14958,0.00745,12.27944
1/24/13,0.66925,17.81266,20.1905,0.15082,0.00796,12.28566
1/25/13,0.70546,17.19264,21.9187,0.16061,0.00779,12.29317
1/26/13,0.676,17.54069,21.31135,0.14938,0.00804,12.30479
1/27/13,0.68043,17.2509,22.1189,0.1445,0.00812,12.30572
1/28/13,0.68651,15.52552,22.26941,0.15859,0.00801,12.32263
1/29/13,0.61272,17.49103,22.11086,0.17459,0.00748,12.33413
1/30/13,0.61633,19.96755,22.66883,0.17604,0.00807,12.34497
1/31/13,0.6706,17.61073,21.96707,0.15249,0.00744,12.35879
2/1/13,0.71001,17.49074,21.12341,0.15954,0.00737,12.37146
2/2/13,0.55905,17.44887,23.1845,0.14731,0.00691,12.37666
2/3/13,0.49766,20.10829,24.5391,0.1747,0.008,12.37714
2/4/13,0.67397,17.44366,22.03001,0.14675,0.00742,12.38251
2/5/13,0.49826,19.85251,25.53046,0.1455,0.00739,12.39522
2/6/13,0.67953,17.28089,19.99322,0.14312,0.00797,12.39663
2/7/13,0.70993,16.06496,22.07698,0.15851,0.00796,12.39722
2/8/13,0.71224,15.83556,21.47929,0.1513,0.00743,12.39931
2/9/13,0.68825,17.63017,22.07298,0.15102,0.00806,12.40984
2/10/13,0.66733,17.26097,21.88507,0.15038,0.00801,12.43017
2/11/13,0.70874,17.30487,22.64894,0.15026,0.00744,12.43411
2/12/13,0.66246,17.25696,21.59566,0.15096,0.00742,12.43533
2/13/13,0.70621,12.29718,23.11268,0.15919,0.00742,12.43658
2/14/13,0.70927,17.58076,20.57076,0.15898,0.00785,12.44614
2/15/13,0.71388,17.86799,21.05969,0.15888,0.00784,12.45381
2/16/13,0.52606,19.75681,23.93348,0.16751,0.00781,12.46342
2/17/13,0.55512,15.40353,22.15592,0.11692,0.00642,12.4676
2/18/13,0.67706,17.482,22.01264,0.17393,0.00698,12.47874
2/19/13,0.71543,15.91143,20.92963,0.14783,0.0074,12.48499
2/20/13,0.67578,17.51973,22.24921,0.15937,0.0073,12.49641
2/21/13,0.7097,17.30191,21.4721,0.18083,0.008,12.49716
2/22/13,0.70959,17.14923,22.36204,0.1569,0.00752,12.49803
2/23/13,0.68074,19.4023,22.41222,0.17159,0.00739,12.49808
2/24/13,0.67766,17.61052,20.24731,0.16037,0.0074,12.50364
2/25/13,0.70604,15.61964,22.06252,0.17077,0.00784,12.51497
2/26/13,0.68677,17.77745,20.25971,0.14911,0.00695,12.51516
2/27/13,0.6706,17.39159,20.88092,0.14654,0.00805,12.5165
2/28/13,0.6764,21.53788,21.95577,0.1457,0.00737,12.52006
3/1/13,0.72021,16.05047,21.99901,0.14526,0.0075,12.5298
3/2/13,0.70743,16.58895,21.342,0.15782,0.0074,12.53124
3/3/13,0.66926,17.6209,22.38408,0.12009,0.00815,12.53296
3/4/13,0.68107,17.80924,21.997,0.14771,0.00701,12.54502
3/5/13,0.67507,16.09124,21.36216,0.14584,0.00753,12.56471
3/6/13,0.67406,17.48007,20.72948,0.16056,0.00691,12.56684
3/7/13,0.61514,22.78175,22.15972,0.1741,0.00741,12.57092
3/8/13,0.71055,17.30639,20.38111,0.15794,0.00787,12.57726
3/9/13,0.62078,22.23463,24.52617,0.15981,0.00855,12.60118
3/10/13,0.67581,15.88609,22.1424,0.15018,0.00694,12.60152
3/11/13,0.67069,17.35145,22.09778,0.15404,0.00756,12.60318
3/12/13,0.56439,20.2931,20.15012,0.15701,0.00695,12.60418
3/13/13,0.66224,17.47739,20.30594,0.15851,0.00798,12.60726
3/14/13,0.67837,17.72386,15.23684,0.11933,0.00692,12.60933
3/15/13,0.67359,19.77857,23.14951,0.15815,0.00742,12.61576
3/16/13,0.6674,16.18316,22.01425,0.15415,0.00809,12.61901
3/17/13,0.68156,17.25023,21.84981,0.16083,0.00801,12.62057
3/18/13,0.67487,17.80078,21.24582,0.14865,0.00803,12.62292
3/19/13,0.70389,17.38517,21.92171,0.15559,0.00696,12.62334
3/20/13,0.55306,17.42417,22.23802,0.16022,0.00799,12.62363
3/21/13,0.68575,17.36627,20.7921,0.14194,0.00784,12.62733
3/22/13,0.66943,17.40507,21.86086,0.1491,0.0068,12.63255
3/23/13,0.6875,16.1552,22.20432,0.14965,0.00801,12.63935
3/24/13,0.67893,17.57739,21.55569,0.15047,0.00848,12.64535
3/25/13,0.72069,17.5967,21.74977,0.14041,0.00791,12.64867
3/26/13,0.71268,16.25554,22.42699,0.16065,0.00748,12.64999
3/27/13,0.6761,17.5666,22.17408,0.14557,0.00804,12.65265
3/28/13,0.61247,15.95259,20.97579,0.15232,0.00677,12.65662
3/29/13,0.67886,19.98801,22.3684,0.1722,0.00693,12.65898
3/30/13,0.67993,16.41536,21.50229,0.14593,0.00744,12.66481
3/31/13,0.67429,17.01859,20.83853,0.15321,0.00734,12.6756
4/1/13,0.7071,17.71337,21.84004,0.15965,0.00705,12.67565
4/2/13,0.67474,16.60273,22.25092,0.15394,0.00718,12.67899
4/3/13,0.56283,17.74111,22.08054,0.14196,0.00672,12.68001
4/4/13,0.67344,13.66937,20.84322,0.17569,0.00876,12.68988
4/5/13,0.41651,17.24797,20.72745,0.12023,0.00698,12.69302
4/6/13,0.57483,15.87334,22.4484,0.11853,0.00747,12.69373
4/7/13,0.71142,17.40878,20.52223,0.14522,0.00699,12.69908
4/8/13,0.67156,23.15001,23.86827,0.14651,0.00639,12.70323
4/9/13,0.71378,17.51101,21.44736,0.15959,0.00799,12.70732
4/10/13,0.70794,17.05746,22.42771,0.14984,0.0074,12.71262
4/11/13,0.66558,17.48097,21.95529,0.16015,0.00769,12.72434
4/12/13,0.6714,19.7032,21.65343,0.15954,0.00794,12.72695
4/13/13,0.67455,17.11095,21.88141,0.15114,0.00843,12.73191
4/14/13,0.67608,17.76807,20.67743,0.15493,0.00784,12.73228
4/15/13,0.71929,19.65193,21.57375,0.15714,0.00708,12.7338
4/16/13,0.67293,15.47042,21.73011,0.15899,0.00675,12.73522
4/17/13,0.68055,17.35938,21.57373,0.14716,0.00795,12.74298
4/18/13,0.67689,15.38231,15.45156,0.14984,0.00694,12.74389
4/19/13,0.41662,17.44602,21.2265,0.14208,0.008,12.74912
4/20/13,0.61533,17.40634,21.53487,0.15373,0.00806,12.75672
4/21/13,0.61148,23.4995,15.69836,0.15082,0.0083,12.75797
4/22/13,0.68194,17.1834,20.81518,0.15235,0.00806,12.75925
4/23/13,0.70728,21.83756,22.06524,0.17114,0.00809,12.76378
4/24/13,0.68206,13.21465,20.15617,0.14486,0.00685,12.76867
4/25/13,0.68725,15.47416,21.72634,0.14361,0.00814,12.76917
4/26/13,0.66835,17.80881,21.43398,0.15172,0.00791,12.76964
4/27/13,0.67634,16.29365,21.88823,0.16113,0.00752,12.77242
4/28/13,0.67421,17.416,20.80545,0.16189,0.00789,12.77597
4/29/13,0.67696,15.95112,22.20649,0.15951,0.00743,12.7773
4/30/13,0.62107,19.90459,26.69654,0.17656,0.00722,12.78304
5/1/13,0.68703,17.50174,21.6916,0.17289,0.00733,12.7836
5/2/13,0.67602,19.72125,22.75554,0.14407,0.00831,12.78577
5/3/13,0.67919,19.77897,21.62552,0.16114,0.00814,12.78943
5/4/13,0.71463,17.85325,21.06703,0.15705,0.0075,12.80047
5/5/13,0.55783,16.12948,15.34504,0.15093,0.00797,12.80273
5/6/13,0.68019,17.44775,20.41621,0.15941,0.00755,12.8028
5/7/13,0.67384,19.90637,20.82701,0.15131,0.00809,12.80495
5/8/13,0.6732,19.80207,21.62751,0.14721,0.00802,12.80922
5/9/13,0.70948,17.03078,22.44065,0.1519,0.00747,12.83387
5/10/13,0.70092,17.71397,22.37666,0.1607,0.00815,12.8341
5/11/13,0.67671,17.43089,20.09453,0.14887,0.00705,12.83738
5/12/13,0.61696,19.85866,24.03061,0.15943,0.00746,12.84291
5/13/13,0.67612,17.63533,22.11676,0.15289,0.00829,12.84298
5/14/13,0.68221,20.05626,22.06024,0.16093,0.00813,12.85084
5/15/13,0.67682,17.1645,21.36026,0.15831,0.00752,12.85721
5/16/13,0.67862,15.04624,20.55023,0.15159,0.00753,12.86797
5/17/13,0.67987,17.41999,16.35621,0.14716,0.0069,12.872
5/18/13,0.55776,17.47444,23.32675,0.17776,0.00796,12.87475
5/19/13,0.67632,18.24058,22.55662,0.17877,0.00688,12.87884
5/20/13,0.69187,13.42248,19.43515,0.14814,0.00753,12.88106
5/21/13,0.67652,16.31966,21.48986,0.15689,0.0074,12.88266
5/22/13,0.50882,17.84647,21.21408,0.17351,0.00815,12.88278
5/23/13,0.68065,17.86753,20.93176,0.15032,0.00748,12.88297
5/24/13,0.70578,17.28228,22.21655,0.15964,0.00692,12.88443
5/25/13,0.67217,17.18809,23.04079,0.15235,0.00748,12.88806
5/26/13,0.70011,17.95841,20.1405,0.15015,0.0074,12.88955
5/27/13,0.68622,20.98108,23.0253,0.17437,0.00815,12.89143
5/28/13,0.71087,17.57099,22.11817,0.14627,0.00808,12.89555
5/29/13,0.70962,20.06411,25.23156,0.15082,0.00874,12.90541
5/30/13,0.67504,17.70941,19.67091,0.15372,0.00709,12.90574
5/31/13,0.4753,20.85789,22.24926,0.15849,0.00695,12.90789
6/1/13,0.6707,17.57308,21.1832,0.14633,0.00807,12.91991
6/2/13,0.70468,15.84272,22.33269,0.1461,0.00807,12.92262
6/3/13,0.48389,23.0379,25.33398,0.18115,0.00876,12.92292
6/4/13,0.71536,22.70059,22.53631,0.17181,0.00797,12.92587
6/5/13,0.70742,16.99242,22.58058,0.15743,0.00738,12.92769
6/6/13,0.68168,15.78318,21.46579,0.14074,0.00741,12.92972
6/7/13,0.39278,17.1743,26.5574,0.17363,0.0076,12.93159
6/8/13,0.69131,17.40711,22.40961,0.18094,0.0075,12.93226
6/9/13,0.66937,17.61811,15.12812,0.15176,0.00782,12.9351
6/10/13,0.68226,19.84013,22.27912,0.15814,0.00739,12.93638
6/11/13,0.70495,20.15076,20.31884,0.1571,0.00734,12.94023
6/12/13,0.67259,23.29893,20.104,0.14794,0.00815,12.94121
6/13/13,0.55484,12.43918,16.05296,0.11735,0.00639,12.94369
6/14/13,0.38049,22.82352,23.80836,0.11974,0.00809,12.95037
6/15/13,0.71876,23.34926,22.31585,0.17378,0.00816,12.95108
6/16/13,0.71134,17.34936,21.48551,0.14935,0.00786,12.95272
6/17/13,0.66945,17.65553,22.44581,0.14233,0.00672,12.95402
6/18/13,0.71228,17.60201,21.50995,0.1442,0.00736,12.9598
6/19/13,0.71329,19.89236,20.5324,0.16116,0.00753,12.96254
6/20/13,0.67773,12.58393,20.97251,0.11574,0.00807,12.9634
6/21/13,0.70948,20.13965,24.13015,0.17911,0.00856,12.96684
6/22/13,0.6841,19.74794,22.33238,0.17252,0.00795,12.96777
6/23/13,0.66402,17.55543,23.83287,0.14757,0.00808,12.96961
6/24/13,0.67581,17.70088,21.05451,0.15179,0.00794,12.97775
6/25/13,0.6658,17.43074,23.05297,0.16109,0.00689,12.97952
6/26/13,0.70502,17.94089,20.48179,0.14855,0.00802,12.98681
6/27/13,0.66363,17.72912,20.49054,0.1472,0.00698,12.98742
6/28/13,0.42094,19.84585,26.5576,0.17161,0.00875,12.99191
6/29/13,0.66681,17.01579,20.47364,0.15298,0.00833,13.00022
6/30/13,0.70895,23.13866,21.46796,0.16095,0.00813,13.00076
7/1/13,0.67375,17.74211,22.01907,0.17388,0.00697,13.00486
7/2/13,0.67423,15.57898,20.79029,0.14847,0.00689,13.0081
7/3/13,0.56143,13.73769,15.73328,0.11984,0.00784,13.00983
7/4/13,0.55821,19.86379,22.00644,0.175,0.0069,13.01172
7/5/13,0.6864,16.93737,22.85745,0.15584,0.00745,13.01582
7/6/13,0.70204,15.89463,21.79079,0.15271,0.00787,13.01922
7/7/13,0.56275,23.10235,21.4805,0.1752,0.00711,13.02084
7/8/13,0.66813,16.12252,22.05365,0.17463,0.00689,13.02849
7/9/13,0.55556,16.53314,15.05518,0.14826,0.00643,13.0371
7/10/13,0.61707,15.74109,22.30164,0.17545,0.00748,13.04313
7/11/13,0.67466,17.77652,21.94419,0.15768,0.00767,13.04692
7/12/13,0.68281,17.50727,22.07124,0.15098,0.00762,13.05926
7/13/13,0.7148,19.81399,22.67342,0.16824,0.00754,13.06086
7/14/13,0.70838,16.02024,22.40443,0.17864,0.00785,13.06227
7/15/13,0.71518,17.43655,22.16098,0.15071,0.00751,13.06272
7/16/13,0.67579,17.62307,21.75126,0.14208,0.00788,13.06576
7/17/13,0.68176,17.42688,22.1717,0.1486,0.00821,13.06921
7/18/13,0.66967,17.8803,21.90478,0.15398,0.0068,13.07571
7/19/13,0.5582,17.32604,16.73536,0.1204,0.00648,13.0768
7/20/13,0.55894,12.83433,27.22611,0.12431,0.00636,13.07723
7/21/13,0.61342,19.89572,21.49912,0.17877,0.00748,13.08669
7/22/13,0.68547,16.33097,22.26927,0.1445,0.00798,13.09413
7/23/13,0.66123,17.72096,20.31332,0.14945,0.00788,13.09709
7/24/13,0.67394,17.72507,20.579,0.15079,0.00691,13.10094
7/25/13,0.67833,17.4823,19.50103,0.15443,0.00703,13.10486
7/26/13,0.55281,17.47464,20.57461,0.15806,0.00786,13.10495
7/27/13,0.65924,17.81862,20.86168,0.14838,0.00795,13.10577
7/28/13,0.68049,15.63046,22.0159,0.14329,0.00811,13.10593
7/29/13,0.67187,17.89128,21.97826,0.14977,0.008,13.10877
7/30/13,0.67757,17.49538,20.31009,0.15187,0.00796,13.11471
7/31/13,0.66907,17.60516,21.55637,0.16074,0.00694,13.12391
8/1/13,0.4121,12.96813,16.51167,0.12267,0.00874,13.14375
8/2/13,0.61365,17.79597,23.99737,0.14782,0.00741,13.14561
8/3/13,0.66511,17.51241,21.51889,0.16039,0.00676,13.14589
8/4/13,0.55849,12.42404,22.51726,0.17627,0.00853,13.1517
8/5/13,0.71002,20.55192,21.7981,0.14396,0.00741,13.15523
8/6/13,0.70182,16.81147,21.58687,0.15048,0.00736,13.16673
8/7/13,0.5642,12.10419,14.59146,0.11715,0.00632,13.17007
8/8/13,0.70785,17.83171,19.80097,0.15248,0.00709,13.17311
8/9/13,0.67827,17.22016,22.00946,0.14602,0.00795,13.17782
8/10/13,0.47271,17.4502,21.08258,0.15859,0.00744,13.17939
8/11/13,0.55942,23.04046,16.44713,0.1507,0.008,13.17975
8/12/13,0.684,17.64096,21.51333,0.15207,0.00799,13.18082
8/13/13,0.67905,17.58131,21.98221,0.15433,0.00812,13.18154
8/14/13,0.71455,17.23477,20.61882,0.14741,0.00784,13.18924
8/15/13,0.55557,12.79451,15.72839,0.14103,0.00817,13.1899
8/16/13,0.67976,17.32266,22.15571,0.14511,0.00773,13.19602
8/17/13,0.6761,20.6387,21.64808,0.17907,0.00739,13.20035
8/18/13,0.51717,19.77099,22.01761,0.1751,0.00754,13.20044
8/19/13,0.6799,17.18384,21.49358,0.13588,0.00753,13.21652
8/20/13,0.67993,20.08777,21.70975,0.15897,0.00754,13.22439
8/21/13,0.55194,12.92826,14.89798,0.14622,0.00628,13.22865
8/22/13,0.68591,17.93126,22.04395,0.15187,0.00739,13.22875
8/23/13,0.66564,16.17077,22.24256,0.15158,0.00782,13.23299
8/24/13,0.67815,17.44398,22.1621,0.16161,0.00799,13.23673
8/25/13,0.55046,12.94859,14.73856,0.11738,0.00626,13.23716
8/26/13,0.55162,16.29734,22.38328,0.14967,0.00749,13.23913
8/27/13,0.69699,22.81205,22.44441,0.15852,0.00747,13.24367
8/28/13,0.67332,16.50019,24.45499,0.17467,0.00804,13.24723
8/29/13,0.71223,17.97751,22.05579,0.16154,0.00747,13.25018
8/30/13,0.67754,17.533,20.01339,0.14719,0.00799,13.25252
8/31/13,0.67917,17.33699,22.34021,0.15679,0.00786,13.25323
9/1/13,0.615,17.73029,22.11131,0.17591,0.00737,13.25665
9/2/13,0.67477,16.18639,21.37789,0.11787,0.00706,13.2625
9/3/13,0.52562,21.95668,20.26107,0.16021,0.00628,13.26851
9/4/13,0.67486,17.93905,21.35891,0.15125,0.00801,13.27006
9/5/13,0.56077,12.78256,15.62162,0.11854,0.00816,13.27126
9/6/13,0.68684,19.98019,21.07286,0.15026,0.00798,13.27436
9/7/13,0.51898,23.2599,22.28641,0.17239,0.00764,13.29555
9/8/13,0.70591,17.25677,21.40268,0.15087,0.00744,13.30019
9/9/13,0.67791,20.9827,21.70331,0.1692,0.00683,13.30581
9/10/13,0.70303,17.26366,20.60731,0.14898,0.0078,13.30976
9/11/13,0.70721,16.25046,22.4032,0.15242,0.00702,13.31343
9/12/13,0.70251,17.07826,21.05486,0.15962,0.00765,13.32096
9/13/13,0.69856,17.09396,20.71337,0.15151,0.00747,13.32911
9/14/13,0.68251,15.83126,21.9309,0.15834,0.00806,13.33503
9/15/13,0.67304,17.87897,21.86164,0.15436,0.00768,13.33923
9/16/13,0.71238,15.94589,21.19317,0.15078,0.00785,13.34225
9/17/13,0.70327,17.7108,22.46613,0.15267,0.0081,13.34603
9/18/13,0.7187,20.5417,21.43598,0.15033,0.00807,13.34662
9/19/13,0.68068,15.42275,21.91846,0.14781,0.00813,13.35102
9/20/13,0.66734,19.8463,20.64092,0.14574,0.00789,13.36242
9/21/13,0.51394,17.65915,24.81642,0.15927,0.0074,13.3664
9/22/13,0.55309,17.58436,20.93359,0.15034,0.00705,13.36977
9/23/13,0.70543,17.61165,21.71194,0.14505,0.00748,13.37921
9/24/13,0.55804,12.50048,22.59132,0.14717,0.00642,13.38113
9/25/13,0.61324,19.97068,23.44955,0.17481,0.00865,13.38185
9/26/13,0.70759,17.35483,21.83445,0.15973,0.00752,13.38624
9/27/13,0.6665,17.21368,19.80446,0.16007,0.00797,13.38709
9/28/13,0.68285,16.18529,21.97008,0.14903,0.00737,13.3924
9/29/13,0.67969,17.56142,21.55597,0.1576,0.00695,13.40366
9/30/13,0.43281,15.62259,22.00978,0.17236,0.00827,13.42332
10/1/13,0.70514,17.55416,23.73252,0.15945,0.00741,13.42589
10/2/13,0.67686,20.3616,23.76097,0.17409,0.00743,13.44537
10/3/13,0.67216,17.17976,21.39606,0.15338,0.00798,13.45993
10/4/13,0.67761,16.94502,21.17795,0.14723,0.00752,13.46185
10/5/13,0.70001,16.04643,21.17646,0.15125,0.00745,13.47121
10/6/13,0.66733,17.53367,21.37635,0.14556,0.007,13.47162
10/7/13,0.68424,17.72576,20.31293,0.15064,0.00747,13.47666
10/8/13,0.67826,16.27532,22.34785,0.14451,0.00744,13.4778
10/9/13,0.67845,17.49,19.36241,0.15369,0.00693,13.48519
10/10/13,0.7174,17.55279,21.86727,0.15172,0.00754,13.49043
10/11/13,0.69968,17.902,19.4547,0.16033,0.00691,13.49069
10/12/13,0.66408,17.3658,22.85282,0.18166,0.00813,13.4918
10/13/13,0.67853,17.69986,20.01618,0.15374,0.00669,13.49568
10/14/13,0.71364,17.60886,21.9082,0.14176,0.00812,13.49781
10/15/13,0.67728,16.83293,22.98622,0.15765,0.0075,13.50237
10/16/13,0.6713,17.6257,20.71646,0.15539,0.00799,13.51177
10/17/13,0.70781,17.47261,20.89237,0.15218,0.00744,13.51357
10/18/13,0.61519,17.4038,22.0984,0.15993,0.00793,13.51543
10/19/13,0.68028,17.04362,22.22683,0.15069,0.00747,13.51643
10/20/13,0.67344,15.86513,19.48616,0.1469,0.00675,13.52806
10/21/13,0.67459,17.96685,21.35027,0.15414,0.00715,13.52929
10/22/13,0.66524,17.50749,20.93719,0.15499,0.00771,13.54021
10/23/13,0.72186,20.38727,21.97057,0.17345,0.00863,13.55064
10/24/13,0.66792,15.93429,22.22886,0.14786,0.00776,13.558
10/25/13,0.70732,23.18613,27.49096,0.17391,0.00745,13.56395
10/26/13,0.61124,17.11903,26.49043,0.14604,0.00736,13.56718
10/27/13,0.67938,17.50832,21.96125,0.1617,0.00803,13.56833
10/28/13,0.61483,17.63877,22.21041,0.14742,0.00801,13.56983
10/29/13,0.69147,17.58798,20.97538,0.15152,0.00641,13.58097
10/30/13,0.48823,22.57786,27.51637,0.18132,0.00778,13.5813
10/31/13,0.67881,17.28499,21.5357,0.16046,0.00796,13.58552
11/1/13,0.68411,17.52149,21.87028,0.14956,0.00794,13.59131
11/2/13,0.61344,21.46033,21.91272,0.17264,0.00811,13.59309
11/3/13,0.60726,17.56278,21.32041,0.15087,0.00789,13.59729
11/4/13,0.6809,17.55648,22.00072,0.1485,0.00736,13.60244
11/5/13,0.70153,15.58117,21.82595,0.15771,0.00792,13.6028
11/6/13,0.67622,17.65078,22.00589,0.15006,0.00807,13.61649
11/7/13,0.67616,17.17888,22.62094,0.14451,0.00697,13.62068
11/8/13,0.69631,16.93283,23.93696,0.14503,0.00752,13.62266
11/9/13,0.67258,17.717,20.71655,0.15199,0.0081,13.62272
11/10/13,0.48915,20.16798,22.33085,0.14094,0.00704,13.62808
11/11/13,0.61896,20.19934,23.09913,0.15781,0.0074,13.63106
11/12/13,0.67602,22.77702,22.24425,0.13801,0.00631,13.63377
11/13/13,0.61629,19.99554,24.59816,0.15115,0.00791,13.64481
11/14/13,0.67963,17.06647,21.52386,0.16107,0.00677,13.64876
11/15/13,0.61497,19.99172,24.91753,0.16977,0.00745,13.67454
11/16/13,0.68667,17.20081,20.33175,0.18097,0.00698,13.6905
11/17/13,0.67466,17.49967,22.78727,0.14753,0.00826,13.69173
11/18/13,0.66257,17.42449,21.29526,0.15162,0.00786,13.69242
11/19/13,0.67179,17.16346,21.87312,0.15255,0.00674,13.69739
11/20/13,0.70814,17.63943,24.29047,0.18086,0.0081,13.70042
11/21/13,0.6165,17.51352,20.8962,0.15984,0.00737,13.70294
11/22/13,0.70244,19.7582,21.80106,0.15144,0.00811,13.70434
11/23/13,0.68364,17.75403,19.71368,0.15201,0.00698,13.70926
11/24/13,0.68331,15.9576,21.11094,0.14653,0.00787,13.70952
11/25/13,0.67224,17.09847,20.52206,0.14941,0.0069,13.71413
11/26/13,0.67133,17.36303,22.1396,0.14837,0.00691,13.71753
11/27/13,0.4589,17.94533,22.71643,0.17347,0.00807,13.72103
11/28/13,0.61657,17.22651,22.48741,0.17504,0.008,13.73097
11/29/13,0.68104,19.68173,22.8341,0.1591,0.00739,13.73393
11/30/13,0.70394,16.5014,19.8733,0.1611,0.00678,13.73775
12/1/13,0.67793,20.65435,22.27575,0.15021,0.00791,13.74232
12/2/13,0.67803,16.13122,20.55363,0.14648,0.00739,13.74725
12/3/13,0.71103,20.88147,22.48704,0.1471,0.00757,13.75032
12/4/13,0.67083,17.61307,21.94873,0.16138,0.00803,13.754
12/5/13,0.67615,17.77493,20.47562,0.15985,0.0079,13.75601
12/6/13,0.67487,17.33963,21.98325,0.14738,0.0067,13.76105
12/7/13,0.67969,17.10871,20.7136,0.15053,0.00807,13.76521
12/8/13,0.67893,17.58891,21.31886,0.15431,0.00735,13.77282
12/9/13,0.67744,17.46434,22.26406,0.14848,0.00807,13.77943
12/10/13,0.56235,12.40638,22.10054,0.11674,0.00641,13.78729
12/11/13,0.70554,17.19731,19.75678,0.14962,0.00671,13.78914
12/12/13,0.69509,17.4782,20.31889,0.15878,0.00683,13.7902
12/13/13,0.67723,22.89303,21.30641,0.17889,0.00636,13.79164
12/14/13,0.70906,18.21733,21.98173,0.15437,0.00752,13.79283
12/15/13,0.68447,17.53155,22.14181,0.15648,0.00749,13.79416
12/16/13,0.66288,17.49249,21.96384,0.14253,0.00865,13.79706
12/17/13,0.66965,15.93242,21.24596,0.16081,0.00835,13.79735
12/18/13,0.50312,21.94405,21.08529,0.18094,0.00806,13.80171
12/19/13,0.7109,17.41038,21.9714,0.14752,0.00803,13.8028
12/20/13,0.6814,16.2355,21.93325,0.14661,0.00691,13.8081
12/21/13,0.66437,16.42441,21.82501,0.1527,0.00796,13.81382
12/22/13,0.67736,17.22517,22.24549,0.15234,0.00804,13.82991
12/23/13,0.67243,17.62738,21.67287,0.16055,0.00751,13.83036
12/24/13,0.71006,20.05478,20.7969,0.14434,0.00743,13.8378
12/25/13,0.54461,22.42949,22.24666,0.15442,0.00695,13.84134
12/26/13,0.56038,12.63815,21.99692,0.1187,0.00747,13.84205
12/27/13,0.67378,16.9504,22.23621,0.16045,0.00754,13.84216
12/28/13,0.67074,17.72939,20.84126,0.14926,0.00698,13.84243
12/29/13,0.69257,23.09337,23.68993,0.14954,0.00641,13.84488
12/30/13,0.67469,20.48355,22.34892,0.15901,0.00798,13.84621
12/31/13,0.6734,17.90335,19.06524,0.14344,0.0081,13.84719
1/1/14,0.67326,15.83194,21.59496,0.15019,0.00795,13.84829
1/2/14,0.61533,17.30614,21.58938,0.1192,0.00684,13.84927
1/3/14,0.71139,17.42461,21.73714,0.16019,0.00802,13.8521
1/4/14,0.55879,16.5939,16.40601,0.12309,0.00637,13.85401
1/5/14,0.70457,17.58989,21.92803,0.16103,0.00716,13.85634
1/6/14,0.70146,17.56692,22.50583,0.17306,0.00738,13.85745
1/7/14,0.7161,17.72803,21.77809,0.15081,0.00807,13.86759
1/8/14,0.70337,18.02036,22.14977,0.17226,0.00746,13.86787
1/9/14,0.61788,15.68846,21.34875,0.14251,0.00736,13.87788
1/10/14,0.67619,17.70372,23.57915,0.1515,0.00794,13.89297
1/11/14,0.55531,12.44859,16.34733,0.14661,0.0081,13.8949
1/12/14,0.70683,17.74424,22.56357,0.15997,0.00823,13.89511
1/13/14,0.67537,23.38454,20.88253,0.15907,0.00784,13.89524
1/14/14,0.69825,16.30525,20.59911,0.14872,0.00694,13.90467
1/15/14,0.69027,17.24563,20.42525,0.15893,0.00823,13.90593
1/16/14,0.5578,16.19501,14.57369,0.11931,0.00707,13.90647
1/17/14,0.55456,12.77546,21.51036,0.11672,0.00633,13.91329
1/18/14,0.67077,17.73773,22.23417,0.15394,0.007,13.9144
1/19/14,0.6661,17.32461,22.09332,0.15882,0.00787,13.91522
1/20/14,0.66973,17.55166,22.28492,0.16233,0.00693,13.92691
1/21/14,0.67,16.13636,19.83033,0.14997,0.00686,13.93206
1/22/14,0.71283,17.90286,22.17337,0.14942,0.00808,13.9389
1/23/14,0.70956,20.31401,20.83782,0.1581,0.00702,13.94087
1/24/14,0.6727,17.74445,21.88872,0.15222,0.00812,13.94274
1/25/14,0.55679,16.32098,22.79458,0.12002,0.00817,13.94509
1/26/14,0.67024,15.11285,22.31317,0.16023,0.00739,13.95086
1/27/14,0.67695,17.85995,22.07077,0.15226,0.00795,13.95837
1/28/14,0.67444,20.16408,21.95317,0.1485,0.00787,13.95963
1/29/14,0.68244,17.31963,20.02214,0.15439,0.00692,13.96569
1/30/14,0.68179,17.41514,22.21155,0.14893,0.0074,13.96671
1/31/14,0.66183,17.8259,24.14894,0.17475,0.00746,13.96774
2/1/14,0.70189,17.14259,23.0757,0.17833,0.00816,13.96959
2/2/14,0.67528,20.21738,21.56612,0.14847,0.00803,13.97309
2/3/14,0.72277,17.38082,20.50508,0.14898,0.00741,13.97607
2/4/14,0.67528,17.53099,22.30932,0.15201,0.00784,13.97699
2/5/14,0.70159,20.74386,21.1767,0.17138,0.00676,13.97924
2/6/14,0.67535,17.46081,20.67402,0.15383,0.00795,13.98177
2/7/14,0.67955,15.38482,20.80493,0.14501,0.00694,13.98739
2/8/14,0.67129,15.74965,22.05759,0.15332,0.00794,13.98878
2/9/14,0.66989,17.17888,20.03552,0.15926,0.00689,13.9892
2/10/14,0.6731,17.6156,21.74527,0.16339,0.00775,13.99085
2/11/14,0.68317,17.53198,22.17494,0.14708,0.00698,13.99639
2/12/14,0.72289,17.44831,22.55898,0.15442,0.00747,14.00288
